"chr","start","end","length","count","peak"
"chr1",1419607,1419830,223,38,1419704
"chr1",1421163,1421793,630,18,1421653
"chr1",1422116,1422319,203,16,1422218
"chr1",1423861,1424097,236,23,1423989
"chr1",1425264,1426436,1172,24,1425399
"chr1",1432762,1433157,395,8.3,1433034
"chr1",1433291,1433659,368,22,1433534
"chr1",1438918,1439180,262,24,1439048
"chr1",1440424,1440662,238,20,1440587
"chr1",1446407,1446658,251,22,1446532
"chr1",1446788,1447065,277,34,1446923
"chr1",1452098,1452726,628,25,1452614
"chr1",1457440,1457646,206,26,1457513
"chr1",1459278,1459520,242,14,1459376
"chr1",1461459,1461661,202,14,1461561
"chr1",1461882,1462978,1096,33,1462845
"chr1",1469660,1470364,704,30,1469910
"chr1",1470526,1471288,762,25,1471152
"chr1",1471333,1471613,280,25,1471492
"chr1",1537413,1538034,621,38,1537902
"chr1",1540135,1540541,406,30,1540402
"chr1",1553326,1554293,967,26,1553912
"chr1",1554344,1555122,778,28,1554871
"chr1",1555468,1556259,791,14,1556114
"chr1",1558751,1559167,416,14,1559043
"chr1",1560177,1560886,709,11,1560585
"chr1",1561045,1561691,646,24,1561276
"chr1",1562653,1563029,376,15,1562778
"chr1",1563136,1563362,226,7.4,1563354
"chr1",1563660,1564213,553,14,1564098
"chr1",1570088,1570515,427,18,1570414
"chr1",1571821,1572044,223,15,1571912
"chr1",1595831,1596058,227,16,1595922
"chr1",1623773,1624055,282,18,1623944
"chr1",1633095,1633305,210,8.3,1633228
"chr1",1634181,1634865,684,16,1634734
"chr1",1661977,1662319,342,14,1662121
"chr1",1681566,1681817,251,8.3,1681678
"chr1",1712179,1712386,207,11,1712291
"chr1",1712434,1712849,415,17,1712725
"chr1",1713202,1713622,420,13,1713418
"chr1",1840862,1841150,288,22,1840955
"chr1",1842096,1842505,409,19,1842356
"chr1",1842586,1842828,242,13,1842697
"chr1",1845091,1845905,814,20,1845400
"chr1",1846690,1847017,327,13,1846959
"chr1",1847958,1848290,332,19,1848050
"chr1",1849389,1849665,276,11,1849527
"chr1",1982165,1982404,239,11,1982262
"chr1",1982446,1982898,452,19,1982537
"chr1",2000047,2000264,217,13,2000157
"chr1",2001235,2001487,252,15,2001357
"chr1",2001545,2001877,332,13,2001675
"chr1",2001937,2002188,251,22,2002058
"chr1",2002295,2002552,257,16,2002402
"chr1",2003523,2004240,717,23,2003973
"chr1",2004371,2004729,358,12,2004595
"chr1",2004798,2005199,401,20,2005052
"chr1",2005264,2005465,201,12,2005377
"chr1",2005546,2005783,237,20,2005682
"chr1",2005878,2006182,304,9.5,2006055
"chr1",2006278,2006490,212,9.5,2006369
"chr1",2006646,2006878,232,11,2006732
"chr1",2007055,2007599,544,19,2007486
"chr1",2013836,2014374,538,18,2014275
"chr1",2016920,2017156,236,9.5,2017078
"chr1",2017560,2017778,218,18,2017665
"chr1",2021145,2021468,323,9.5,2021192
"chr1",2021589,2021813,224,8.3,2021670
"chr1",2031720,2032082,362,14,2031958
"chr1",2037085,2037669,584,17,2037577
"chr1",2041083,2041515,432,15,2041199
"chr1",2042188,2042780,592,16,2042604
"chr1",2045105,2045513,408,17,2045369
"chr1",2060821,2061094,273,14,2060956
"chr1",2066846,2067142,296,15,2067015
"chr1",2067347,2067560,213,20,2067487
"chr1",2067655,2068223,568,30,2067956
"chr1",2068378,2068779,401,14,2068511
"chr1",2068836,2069117,281,11,2068930
"chr1",2069196,2069502,306,11,2069313
"chr1",2069586,2070364,778,20,2070031
"chr1",2070655,2071141,486,14,2070879
"chr1",2071236,2071572,336,15,2071376
"chr1",2071679,2072416,737,19,2071768
"chr1",2075541,2075854,313,14,2075752
"chr1",2085458,2085833,375,13,2085684
"chr1",2091698,2092935,1237,35,2092029
"chr1",2094955,2095323,368,11,2095037
"chr1",2105410,2105653,243,17,2105542
"chr1",2105699,2106043,344,9.5,2105908
"chr1",2111324,2112063,739,29,2111920
"chr1",2112096,2112578,482,23,2112201
"chr1",2112810,2113161,351,12,2113072
"chr1",2114234,2115220,986,33,2114885
"chr1",2115368,2115800,432,14,2115516
"chr1",2116070,2116380,310,12,2116144
"chr1",2116431,2116716,285,11,2116572
"chr1",2120770,2121842,1072,33,2121717
"chr1",2122180,2122480,300,11,2122242
"chr1",2122540,2122866,326,12,2122745
"chr1",2125293,2125750,457,42,2125540
"chr1",2125805,2126037,232,13,2125880
"chr1",2131808,2132344,536,17,2131911
"chr1",2132523,2132752,229,14,2132656
"chr1",2133230,2133500,270,22,2133354
"chr1",2136707,2137039,332,11,2136794
"chr1",2138215,2138584,369,12,2138309
"chr1",2139848,2140268,420,19,2140158
"chr1",2140319,2140814,495,21,2140393
"chr1",2140859,2141073,214,16,2140986
"chr1",2141115,2141571,456,15,2141426
"chr1",2141750,2141967,217,8.3,2141799
"chr1",2148918,2149167,249,34,2149019
"chr1",2160205,2160429,224,9.5,2160323
"chr1",2169368,2169893,525,13,2169830
"chr1",2169930,2170265,335,11,2170019
"chr1",2170300,2170509,209,15,2170407
"chr1",2175419,2175619,200,37,2175488
"chr1",2175780,2175992,212,17,2175876
"chr1",2178146,2178805,659,27,2178431
"chr1",2181465,2181808,343,9.5,2181648
"chr1",2183296,2183554,258,9.5,2183452
"chr1",2183939,2184169,230,11,2184069
"chr1",2184264,2184666,402,37,2184399
"chr1",2184901,2185758,857,37,2185166
"chr1",2194371,2194610,239,20,2194493
"chr1",2195754,2196005,251,13,2195857
"chr1",2196309,2196543,234,12,2196399
"chr1",2198714,2199181,467,17,2198993
"chr1",2199228,2199479,251,17,2199359
"chr1",2199527,2200224,697,24,2200089
"chr1",2200577,2201321,744,27,2201166
"chr1",2201842,2202479,637,13,2202353
"chr1",2202543,2202811,268,11,2202651
"chr1",2204100,2204334,234,9.5,2204239
"chr1",2204554,2205058,504,11,2204625
"chr1",2205903,2206250,347,12,2206163
"chr1",2206575,2206892,317,11,2206707
"chr1",2210737,2211133,396,28,2211025
"chr1",2214301,2214804,503,17,2214560
"chr1",2215849,2216176,327,19,2215961
"chr1",2217200,2217577,377,42,2217432
"chr1",2224296,2224636,340,13,2224388
"chr1",2230341,2230736,395,13,2230590
"chr1",2235195,2236190,995,26,2235598
"chr1",2241847,2243005,1158,19,2242293
"chr1",2335161,2335636,475,30,2335505
"chr1",2337328,2337707,379,19,2337432
"chr1",2337767,2338345,578,19,2337893
"chr1",2338394,2338788,394,12,2338510
"chr1",2339049,2339414,365,18,2339307
"chr1",2350055,2350621,566,13,2350421
"chr1",2350736,2350979,243,15,2350796
"chr1",2351022,2351323,301,12,2351230
"chr1",2466922,2467652,730,18,2467107
"chr1",2473820,2474062,242,9.5,2473922
"chr1",2474285,2474599,314,19,2474415
"chr1",2478440,2478803,363,14,2478682
"chr1",2478897,2479114,217,15,2479017
"chr1",2479195,2479515,320,14,2479284
"chr1",2479738,2479961,223,11,2479841
"chr1",2518287,2519081,794,22,2518526
"chr1",2519211,2519679,468,24,2519486
"chr1",2519756,2520805,1049,27,2520243
"chr1",2520842,2521399,557,15,2520988
"chr1",2521551,2521858,307,8.3,2521616
"chr1",2522082,2522357,275,13,2522227
"chr1",2987599,2987880,281,11,2987775
"chr1",2987966,2988765,799,27,2988527
"chr1",2988833,2989777,944,19,2989206
"chr1",2989934,2990745,811,26,2990448
"chr1",2992190,2992427,237,14,2992331
